year,ssp,alpha3,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionQuarternarytreatment
2100,SSP2,MMR,0.00,0.42,0.07,0.00
2100,SSP2,MNG,0.00,0.00,0.94,0.00
2100,SSP2,MOZ,0.32,0.53,0.00,0.00
2100,SSP2,MRT,0.15,0.45,0.00,0.00
2100,SSP2,MSR,0.00,0.00,0.84,0.00
2100,SSP2,MTQ,0.00,0.00,0.96,0.00
2100,SSP2,MUS,0.00,0.06,0.52,0.00
2100,SSP2,MWI,0.00,0.54,0.29,0.00
2100,SSP2,MYS,0.00,0.00,0.97,0.00
2100,SSP2,NAM,0.10,0.55,0.00,0.00
2100,SSP2,NCL,0.00,0.07,0.85,0.00
2100,SSP2,NER,0.00,0.72,0.08,0.00
2100,SSP2,NGA,0.00,0.16,0.69,0.00
2100,SSP2,NIC,0.00,0.00,0.89,0.00
2100,SSP2,NLD,0.00,0.00,0.99,0.00
2100,SSP2,NOR,0.00,0.00,0.97,0.00
2100,SSP2,NPL,0.00,0.55,0.27,0.00
2100,SSP2,NZL,0.00,0.00,0.97,0.00
2100,SSP2,OMN,0.00,0.00,0.40,0.00
2100,SSP2,PAK,0.00,0.43,0.44,0.00
2100,SSP2,PAN,0.00,0.00,0.85,0.00
2100,SSP2,PER,0.00,0.80,0.17,0.00
2100,SSP2,PHL,0.00,0.00,0.77,0.00
2100,SSP2,PNG,0.00,0.03,0.74,0.00
2100,SSP2,POL,0.00,0.00,0.93,0.00
2100,SSP2,PRI,0.00,0.97,0.02,0.00
2100,SSP2,PRK,0.02,0.10,0.41,0.00
2100,SSP2,PRT,0.00,0.00,0.93,0.00
2100,SSP2,PRY,0.00,0.00,0.75,0.00
2100,SSP2,QAT,0.00,0.00,0.94,0.00
2100,SSP2,REU,0.00,0.84,0.15,0.00
2100,SSP2,ROU,0.00,0.00,0.87,0.00
2100,SSP2,RUS,0.00,0.15,0.82,0.00
2100,SSP2,RWA,0.00,0.31,0.51,0.00
2100,SSP2,SAU,0.00,0.00,0.80,0.00
2100,SSP2,SEN,0.05,0.77,0.00,0.00
2100,SSP2,SGP,0.00,0.00,1.00,0.00
2100,SSP2,SLB,0.13,0.74,0.00,0.00
2100,SSP2,SLE,0.49,0.31,0.00,0.00
2100,SSP2,SLV,0.00,0.64,0.22,0.00
2100,SSP2,SOM,0.85,0.02,0.00,0.00
2100,SSP2,SPM,0.00,0.48,0.49,0.00
2100,SSP2,STP,0.49,0.13,0.00,0.00
2100,SSP2,SUR,0.00,0.00,0.47,0.00
2100,SSP2,SVK,0.00,0.00,0.89,0.00
2100,SSP2,SVN,0.00,0.00,0.89,0.00
2100,SSP2,SWE,0.00,0.00,0.98,0.00
2100,SSP2,SWZ,0.00,0.18,0.31,0.00
2100,SSP2,SYR,0.79,0.10,0.00,0.00
2100,SSP2,TCA,0.00,0.00,0.70,0.00
2100,SSP2,TCD,0.19,0.60,0.00,0.00
2100,SSP2,TGO,0.43,0.35,0.00,0.00
2100,SSP2,THA,0.00,0.00,0.56,0.00
2100,SSP2,TJK,0.00,0.77,0.07,0.00
2100,SSP2,TKM,0.00,0.00,0.69,0.00
2100,SSP2,TLS,0.00,0.00,0.86,0.00
2100,SSP2,TON,0.00,0.29,0.13,0.00
2100,SSP2,TTO,0.00,0.05,0.28,0.00
2100,SSP2,TUN,0.00,0.64,0.30,0.00
2100,SSP2,TUR,0.00,0.00,0.95,0.00
2100,SSP2,TZA,0.00,0.46,0.39,0.00
2100,SSP2,UGA,0.00,0.00,0.77,0.00
2100,SSP2,UKR,0.00,0.41,0.54,0.00
2100,SSP2,URY,0.00,0.62,0.24,0.00
2100,SSP2,USA,0.00,0.00,0.98,0.00
2100,SSP2,UZB,0.00,0.47,0.37,0.00
2100,SSP2,VCT,0.00,0.00,0.45,0.00
2100,SSP2,VEN,0.00,0.15,0.84,0.00
2100,SSP2,VIR,0.00,0.03,0.96,0.00
2100,SSP2,VNM,0.00,0.26,0.35,0.00
2100,SSP2,VUT,0.00,0.68,0.15,0.00
2100,SSP2,WSM,0.00,0.31,0.08,0.00
2100,SSP2,YEM,0.29,0.57,0.00,0.00
2100,SSP2,ZAF,0.00,0.47,0.46,0.00
2100,SSP2,ZMB,0.00,0.00,0.87,0.00
2100,SSP2,ZWE,0.00,0.68,0.20,0.00
2025,SSP3,ABW,0.08,0.02,0.14,0.00
2025,SSP3,AFG,0.02,0.00,0.00,0.00
2025,SSP3,AGO,0.12,0.00,0.00,0.00
2025,SSP3,AIA,0.04,0.12,0.02,0.00
2025,SSP3,ALB,0.19,0.07,0.00,0.00
2025,SSP3,AND,0.02,0.71,0.20,0.00
2025,SSP3,ARE,0.12,0.67,0.05,0.00
2025,SSP3,ARG,0.25,0.07,0.00,0.00
2025,SSP3,ARM,0.26,0.07,0.00,0.00
2025,SSP3,ASM,0.05,0.48,0.02,0.00
2025,SSP3,AUS,0.20,0.24,0.32,0.00
2025,SSP3,AUT,0.00,0.01,0.92,0.00
2025,SSP3,AZE,0.26,0.02,0.00,0.00
2025,SSP3,BDI,0.01,0.00,0.00,0.00
2025,SSP3,BEL,0.00,0.08,0.72,0.00
2025,SSP3,BEN,0.01,0.00,0.00,0.00
2025,SSP3,BFA,0.01,0.00,0.00,0.00
2025,SSP3,BGD,0.03,0.00,0.00,0.00
2025,SSP3,BGR,0.01,0.27,0.27,0.00
2025,SSP3,BHR,0.12,0.16,0.59,0.00
2025,SSP3,BHS,0.08,0.00,0.00,0.00
2025,SSP3,BIH,0.22,0.06,0.01,0.00
2025,SSP3,BLR,0.06,0.57,0.16,0.00
2025,SSP3,BLZ,0.07,0.01,0.00,0.00
2025,SSP3,BOL,0.17,0.03,0.00,0.00
2025,SSP3,BRA,0.18,0.13,0.02,0.00
2025,SSP3,BRB,0.02,0.01,0.00,0.00
2025,SSP3,BRN,0.00,0.27,0.00,0.00
2025,SSP3,BTN,0.09,0.02,0.00,0.00
2025,SSP3,BWA,0.05,0.00,0.00,0.00
2025,SSP3,CAF,0.01,0.00,0.00,0.00
2025,SSP3,CAN,0.11,0.52,0.18,0.00
2025,SSP3,CHE,0.00,0.18,0.80,0.00
2025,SSP3,CHL,0.22,0.15,0.35,0.00
2025,SSP3,CHN,0.11,0.27,0.03,0.00
2025,SSP3,CIV,0.03,0.00,0.00,0.00
2025,SSP3,CMR,0.01,0.00,0.00,0.00
2025,SSP3,COD,0.01,0.00,0.00,0.00
2025,SSP3,COG,0.02,0.01,0.00,0.00
2025,SSP3,COL,0.29,0.04,0.00,0.00
2025,SSP3,COM,0.00,0.00,0.00,0.00
2025,SSP3,CPV,0.13,0.05,0.00,0.00
2025,SSP3,CRI,0.11,0.02,0.00,0.00
2025,SSP3,CUB,0.15,0.04,0.00,0.00
2025,SSP3,CYP,0.00,0.42,0.05,0.00
2025,SSP3,CZE,0.00,0.09,0.71,0.00
2025,SSP3,DEU,0.01,0.03,0.93,0.00
2025,SSP3,DJI,0.04,0.00,0.00,0.00
2025,SSP3,DMA,0.11,0.03,0.00,0.00
2025,SSP3,DNK,0.02,0.02,0.87,0.00
2025,SSP3,DOM,0.21,0.07,0.00,0.00
2025,SSP3,DZA,0.25,0.03,0.00,0.00
2025,SSP3,ECU,0.14,0.00,0.00,0.00
2025,SSP3,EGY,0.20,0.18,0.00,0.00
2025,SSP3,ERI,0.00,0.00,0.00,0.00
2025,SSP3,ESH,0.05,0.23,0.00,0.00
2025,SSP3,ESP,0.02,0.30,0.63,0.00
2025,SSP3,EST,0.01,0.11,0.69,0.00
2025,SSP3,ETH,0.01,0.00,0.00,0.00
2025,SSP3,FIN,0.00,0.00,0.85,0.00
2025,SSP3,FJI,0.06,0.01,0.00,0.00
2025,SSP3,FLK,0.07,0.17,0.00,0.00
2025,SSP3,FRA,0.00,0.25,0.58,0.00
2025,SSP3,FRO,0.03,0.70,0.16,0.00
2025,SSP3,GAB,0.01,0.00,0.00,0.00
2025,SSP3,GBR,0.00,0.38,0.58,0.00
2025,SSP3,GEO,0.17,0.02,0.00,0.00
2025,SSP3,GHA,0.02,0.00,0.00,0.00
2025,SSP3,GIN,0.01,0.00,0.00,0.00
2025,SSP3,GLP,0.12,0.26,0.00,0.00
2025,SSP3,GMB,0.02,0.00,0.00,0.00
2025,SSP3,GNB,0.01,0.00,0.00,0.00
2025,SSP3,GNQ,0.03,0.00,0.00,0.00
2025,SSP3,GRC,0.09,0.13,0.56,0.00
2025,SSP3,GRD,0.04,0.04,0.00,0.00
2025,SSP3,GRL,0.01,0.55,0.35,0.00
2025,SSP3,GTM,0.25,0.05,0.00,0.00
2025,SSP3,GUF,0.08,0.15,0.00,0.00
2025,SSP3,GUY,0.03,0.00,0.00,0.00
2025,SSP3,HKG,0.29,0.31,0.11,0.00
2025,SSP3,HND,0.19,0.03,0.00,0.00
2025,SSP3,HRV,0.19,0.25,0.00,0.00
2025,SSP3,HTI,0.00,0.00,0.00,0.00
2025,SSP3,HUN,0.04,0.26,0.45,0.00
2025,SSP3,IDN,0.09,0.00,0.00,0.00
2025,SSP3,IND,0.09,0.00,0.00,0.00
2025,SSP3,IRL,0.09,0.33,0.27,0.00
2025,SSP3,IRN,0.14,0.05,0.00,0.00
2025,SSP3,IRQ,0.17,0.02,0.00,0.00
2025,SSP3,ISL,0.56,0.17,0.09,0.00
2025,SSP3,ISR,0.05,0.37,0.49,0.00
2025,SSP3,ITA,0.03,0.21,0.40,0.00
2025,SSP3,JAM,0.10,0.02,0.00,0.00
2025,SSP3,JOR,0.10,0.49,0.01,0.00
2025,SSP3,JPN,0.00,0.51,0.23,0.00
2025,SSP3,KAZ,0.13,0.27,0.02,0.00
2025,SSP3,KEN,0.04,0.01,0.00,0.00
2025,SSP3,KGZ,0.12,0.00,0.00,0.00
2025,SSP3,KHM,0.04,0.00,0.00,0.00
2025,SSP3,KNA,0.00,0.01,0.06,0.00
2025,SSP3,KOR,0.23,0.40,0.28,0.00
2025,SSP3,KWT,0.16,0.23,0.61,0.00
2025,SSP3,LAO,0.10,0.01,0.00,0.00
2025,SSP3,LBN,0.18,0.12,0.02,0.00
2025,SSP3,LBR,0.01,0.00,0.00,0.00
2025,SSP3,LBY,0.19,0.02,0.00,0.00
2025,SSP3,LCA,0.03,0.00,0.00,0.00
2025,SSP3,LIE,0.00,0.43,0.51,0.00
2025,SSP3,LKA,0.04,0.01,0.00,0.00
2025,SSP3,LSO,0.02,0.00,0.00,0.00
2025,SSP3,LTU,0.08,0.10,0.58,0.00
2025,SSP3,LUX,0.03,0.45,0.47,0.00
2025,SSP3,LVA,0.02,0.28,0.40,0.00
2025,SSP3,MAR,0.25,0.03,0.00,0.00
2025,SSP3,MDA,0.04,0.22,0.00,0.00
2025,SSP3,MDG,0.00,0.00,0.00,0.00
2025,SSP3,MEX,0.17,0.18,0.00,0.00
2025,SSP3,MKD,0.19,0.07,0.01,0.00
2025,SSP3,MLI,0.01,0.00,0.00,0.00
2025,SSP3,MLT,0.05,0.41,0.03,0.00
2025,SSP3,MMR,0.02,0.00,0.00,0.00
2025,SSP3,MNG,0.08,0.06,0.10,0.00
2025,SSP3,MOZ,0.01,0.00,0.00,0.00
2025,SSP3,MRT,0.01,0.00,0.00,0.00
2025,SSP3,MSR,0.18,0.05,0.00,0.00
2025,SSP3,MTQ,0.26,0.00,0.00,0.00
2025,SSP3,MUS,0.18,0.02,0.00,0.00
2025,SSP3,MWI,0.02,0.00,0.00,0.00
2025,SSP3,MYS,0.44,0.14,0.01,0.00
2025,SSP3,NAM,0.19,0.02,0.00,0.00
2025,SSP3,NCL,0.14,0.10,0.02,0.00
2025,SSP3,NER,0.00,0.00,0.00,0.00
2025,SSP3,NGA,0.02,0.00,0.00,0.00
2025,SSP3,NIC,0.17,0.01,0.00,0.00
2025,SSP3,NLD,0.00,0.01,0.98,0.00
2025,SSP3,NOR,0.16,0.05,0.63,0.00
2025,SSP3,NPL,0.03,0.00,0.00,0.00
2025,SSP3,NZL,0.07,0.22,0.49,0.00
2025,SSP3,OMN,0.07,0.16,0.00,0.00
2025,SSP3,PAK,0.16,0.02,0.00,0.00
2025,SSP3,PAN,0.16,0.13,0.03,0.00
2025,SSP3,PER,0.33,0.03,0.00,0.00
2025,SSP3,PHL,0.04,0.01,0.00,0.00
2025,SSP3,PNG,0.03,0.00,0.00,0.00
2025,SSP3,POL,0.00,0.13,0.56,0.00
2025,SSP3,PRI,0.54,0.02,0.00,0.00
2025,SSP3,PRK,0.19,0.12,0.10,0.00
2025,SSP3,PRT,0.05,0.45,0.15,0.00
2025,SSP3,PRY,0.08,0.05,0.00,0.00
2025,SSP3,QAT,0.11,0.12,0.55,0.00
2025,SSP3,REU,0.04,0.00,0.00,0.00
2025,SSP3,ROU,0.07,0.23,0.11,0.00
2025,SSP3,RUS,0.07,0.42,0.01,0.00
2025,SSP3,RWA,0.01,0.00,0.00,0.00
2025,SSP3,SAU,0.08,0.19,0.20,0.00
2025,SSP3,SEN,0.04,0.00,0.00,0.00
2025,SSP3,SGP,0.01,0.17,0.82,0.00
2025,SSP3,SLB,0.02,0.00,0.00,0.00
2025,SSP3,SLE,0.00,0.00,0.00,0.00
2025,SSP3,SLV,0.03,0.00,0.00,0.00
2025,SSP3,SOM,0.00,0.00,0.00,0.00
2025,SSP3,SPM,0.24,0.13,0.00,0.00
2025,SSP3,STP,0.00,0.00,0.00,0.00
2025,SSP3,SUR,0.04,0.01,0.00,0.00
2025,SSP3,SVK,0.12,0.44,0.11,0.00
2025,SSP3,SVN,0.01,0.33,0.23,0.00
2025,SSP3,SWE,0.00,0.06,0.83,0.00
2025,SSP3,SWZ,0.03,0.00,0.00,0.00
2025,SSP3,SYR,0.32,0.13,0.02,0.00
2025,SSP3,TCA,0.04,0.01,0.06,0.00
2025,SSP3,TCD,0.01,0.00,0.00,0.00
2025,SSP3,TGO,0.01,0.00,0.00,0.00
2025,SSP3,THA,0.05,0.02,0.00,0.00
2025,SSP3,TJK,0.09,0.04,0.00,0.00
2025,SSP3,TKM,0.02,0.21,0.05,0.00
2025,SSP3,TLS,0.09,0.03,0.01,0.00
2025,SSP3,TON,0.00,0.01,0.00,0.00
2025,SSP3,TTO,0.11,0.00,0.00,0.00
2025,SSP3,TUN,0.15,0.35,0.01,0.00
2025,SSP3,TUR,0.14,0.21,0.23,0.00
2025,SSP3,TZA,0.01,0.00,0.00,0.00
2025,SSP3,UGA,0.01,0.00,0.00,0.00
2025,SSP3,UKR,0.10,0.23,0.00,0.00
2025,SSP3,URY,0.15,0.14,0.00,0.00
2025,SSP3,USA,0.01,0.31,0.49,0.00
2025,SSP3,UZB,0.15,0.05,0.00,0.00
2025,SSP3,VCT,0.00,0.00,0.00,0.00
2025,SSP3,VEN,0.25,0.04,0.00,0.00
2025,SSP3,VIR,0.25,0.02,0.00,0.00
2025,SSP3,VNM,0.02,0.00,0.00,0.00
2025,SSP3,VUT,0.02,0.00,0.00,0.00
2025,SSP3,WSM,0.01,0.01,0.00,0.00
2025,SSP3,YEM,0.11,0.01,0.00,0.00
2025,SSP3,ZAF,0.36,0.18,0.00,0.00
2025,SSP3,ZMB,0.04,0.01,0.00,0.00
2025,SSP3,ZWE,0.11,0.00,0.00,0.00
2030,SSP3,ABW,0.07,0.02,0.18,0.00
2030,SSP3,AFG,0.02,0.00,0.00,0.00
2030,SSP3,AGO,0.12,0.00,0.00,0.00
2030,SSP3,AIA,0.04,0.12,0.05,0.00
2030,SSP3,ALB,0.22,0.09,0.00,0.00
2030,SSP3,AND,0.02,0.69,0.23,0.00
2030,SSP3,ARE,0.11,0.69,0.06,0.00
2030,SSP3,ARG,0.24,0.08,0.00,0.00
2030,SSP3,ARM,0.27,0.06,0.00,0.00
2030,SSP3,ASM,0.04,0.50,0.03,0.00
2030,SSP3,AUS,0.20,0.23,0.34,0.00
2030,SSP3,AUT,0.00,0.01,0.92,0.00
2030,SSP3,AZE,0.27,0.02,0.00,0.00
2030,SSP3,BDI,0.01,0.00,0.00,0.00
2030,SSP3,BEL,0.00,0.08,0.73,0.00
2030,SSP3,BEN,0.01,0.00,0.00,0.00
2030,SSP3,BFA,0.01,0.00,0.00,0.00
2030,SSP3,BGD,0.03,0.00,0.00,0.00
2030,SSP3,BGR,0.01,0.26,0.30,0.00
2030,SSP3,BHR,0.11,0.14,0.61,0.00
2030,SSP3,BHS,0.08,0.00,0.00,0.00
2030,SSP3,BIH,0.25,0.07,0.01,0.00
2030,SSP3,BLR,0.06,0.57,0.17,0.00
2030,SSP3,BLZ,0.09,0.02,0.00,0.00
2030,SSP3,BOL,0.20,0.03,0.00,0.00
2030,SSP3,BRA,0.17,0.13,0.02,0.00
2030,SSP3,BRB,0.02,0.01,0.00,0.00
2030,SSP3,BRN,0.00,0.30,0.00,0.00
2030,SSP3,BTN,0.10,0.02,0.00,0.00
2030,SSP3,BWA,0.05,0.00,0.00,0.00
2030,SSP3,CAF,0.01,0.00,0.00,0.00
2030,SSP3,CAN,0.10,0.50,0.22,0.00
2030,SSP3,CHE,0.00,0.17,0.81,0.00
2030,SSP3,CHL,0.22,0.16,0.34,0.00
2030,SSP3,CHN,0.10,0.30,0.04,0.00
2030,SSP3,CIV,0.03,0.00,0.00,0.00
2030,SSP3,CMR,0.01,0.00,0.00,0.00
2030,SSP3,COD,0.01,0.00,0.00,0.00
2030,SSP3,COG,0.03,0.03,0.00,0.00
2030,SSP3,COL,0.28,0.04,0.00,0.00
2030,SSP3,COM,0.00,0.00,0.00,0.00
2030,SSP3,CPV,0.12,0.07,0.00,0.00
2030,SSP3,CRI,0.12,0.02,0.00,0.00
2030,SSP3,CUB,0.15,0.05,0.00,0.00
2030,SSP3,CYP,0.00,0.41,0.09,0.00
2030,SSP3,CZE,0.00,0.09,0.72,0.00
2030,SSP3,DEU,0.01,0.03,0.93,0.00
2030,SSP3,DJI,0.04,0.00,0.00,0.00
2030,SSP3,DMA,0.11,0.05,0.00,0.00
2030,SSP3,DNK,0.02,0.02,0.87,0.00
2030,SSP3,DOM,0.21,0.09,0.00,0.00
2030,SSP3,DZA,0.24,0.03,0.00,0.00
2030,SSP3,ECU,0.15,0.00,0.00,0.00
2030,SSP3,EGY,0.19,0.21,0.00,0.00
2030,SSP3,ERI,0.00,0.00,0.00,0.00
2030,SSP3,ESH,0.04,0.25,0.00,0.00
2030,SSP3,ESP,0.02,0.30,0.64,0.00
2030,SSP3,EST,0.01,0.11,0.70,0.00
2030,SSP3,ETH,0.01,0.00,0.00,0.00
2030,SSP3,FIN,0.00,0.00,0.85,0.00
2030,SSP3,FJI,0.08,0.04,0.00,0.00
2030,SSP3,FLK,0.07,0.17,0.00,0.00
2030,SSP3,FRA,0.00,0.24,0.60,0.00
2030,SSP3,FRO,0.03,0.68,0.18,0.00
2030,SSP3,GAB,0.01,0.00,0.00,0.00
2030,SSP3,GBR,0.00,0.36,0.61,0.00
2030,SSP3,GEO,0.17,0.02,0.00,0.00
2030,SSP3,GHA,0.02,0.00,0.00,0.00
2030,SSP3,GIN,0.01,0.00,0.00,0.00
2030,SSP3,GLP,0.11,0.28,0.00,0.00
2030,SSP3,GMB,0.02,0.00,0.00,0.00
2030,SSP3,GNB,0.01,0.00,0.00,0.00
2030,SSP3,GNQ,0.03,0.00,0.00,0.00
2030,SSP3,GRC,0.08,0.13,0.57,0.00
2030,SSP3,GRD,0.03,0.06,0.01,0.00
2030,SSP3,GRL,0.01,0.54,0.36,0.00
2030,SSP3,GTM,0.25,0.09,0.00,0.00
2030,SSP3,GUF,0.08,0.16,0.00,0.00
2030,SSP3,GUY,0.03,0.00,0.00,0.00
2030,SSP3,HKG,0.27,0.30,0.17,0.00
2030,SSP3,HND,0.23,0.03,0.00,0.00
2030,SSP3,HRV,0.18,0.29,0.00,0.00
2030,SSP3,HTI,0.00,0.00,0.00,0.00
2030,SSP3,HUN,0.03,0.25,0.47,0.00
2030,SSP3,IDN,0.11,0.00,0.00,0.00
2030,SSP3,IND,0.10,0.00,0.00,0.00
2030,SSP3,IRL,0.08,0.31,0.31,0.00
2030,SSP3,IRN,0.15,0.04,0.00,0.00
2030,SSP3,IRQ,0.19,0.02,0.00,0.00
2030,SSP3,ISL,0.52,0.18,0.14,0.00
2030,SSP3,ISR,0.05,0.37,0.49,0.00
2030,SSP3,ITA,0.03,0.21,0.41,0.00
2030,SSP3,JAM,0.10,0.02,0.00,0.00
2030,SSP3,JOR,0.09,0.51,0.01,0.00
2030,SSP3,JPN,0.00,0.49,0.25,0.00
2030,SSP3,KAZ,0.12,0.29,0.03,0.00
2030,SSP3,KEN,0.04,0.01,0.00,0.00
2030,SSP3,KGZ,0.12,0.00,0.00,0.00
2030,SSP3,KHM,0.04,0.00,0.00,0.00
2030,SSP3,KNA,0.00,0.01,0.08,0.00
2030,SSP3,KOR,0.21,0.39,0.31,0.00
2030,SSP3,KWT,0.15,0.22,0.63,0.00
2030,SSP3,LAO,0.12,0.01,0.00,0.00
2030,SSP3,LBN,0.18,0.11,0.02,0.00
2030,SSP3,LBR,0.01,0.00,0.00,0.00
2030,SSP3,LBY,0.18,0.02,0.00,0.00
2030,SSP3,LCA,0.05,0.00,0.00,0.00
2030,SSP3,LIE,0.00,0.41,0.54,0.00
2030,SSP3,LKA,0.04,0.02,0.00,0.00
2030,SSP3,LSO,0.02,0.00,0.00,0.00
2030,SSP3,LTU,0.07,0.10,0.60,0.00
2030,SSP3,LUX,0.03,0.42,0.51,0.00
2030,SSP3,LVA,0.02,0.27,0.43,0.00
2030,SSP3,MAR,0.24,0.03,0.00,0.00
2030,SSP3,MDA,0.04,0.22,0.00,0.00
2030,SSP3,MDG,0.00,0.00,0.00,0.00
2030,SSP3,MEX,0.16,0.20,0.00,0.00
2030,SSP3,MKD,0.19,0.11,0.02,0.00
2030,SSP3,MLI,0.01,0.00,0.00,0.00
2030,SSP3,MLT,0.05,0.41,0.08,0.00
2030,SSP3,MMR,0.02,0.00,0.00,0.00
2030,SSP3,MNG,0.08,0.06,0.15,0.00
2030,SSP3,MOZ,0.01,0.00,0.00,0.00
2030,SSP3,MRT,0.01,0.00,0.00,0.00
2030,SSP3,MSR,0.18,0.08,0.00,0.00
2030,SSP3,MTQ,0.27,0.00,0.00,0.00
2030,SSP3,MUS,0.18,0.03,0.00,0.00
2030,SSP3,MWI,0.02,0.00,0.00,0.00
2030,SSP3,MYS,0.41,0.18,0.02,0.00
2030,SSP3,NAM,0.19,0.02,0.00,0.00
2030,SSP3,NCL,0.14,0.11,0.07,0.00
2030,SSP3,NER,0.00,0.00,0.00,0.00
2030,SSP3,NGA,0.02,0.00,0.00,0.00
2030,SSP3,NIC,0.19,0.03,0.00,0.00
2030,SSP3,NLD,0.00,0.01,0.98,0.00
2030,SSP3,NOR,0.14,0.05,0.65,0.00
2030,SSP3,NPL,0.03,0.00,0.00,0.00
2030,SSP3,NZL,0.07,0.22,0.52,0.00
2030,SSP3,OMN,0.07,0.14,0.00,0.00
2030,SSP3,PAK,0.16,0.02,0.00,0.00
2030,SSP3,PAN,0.14,0.15,0.05,0.00
2030,SSP3,PER,0.35,0.03,0.00,0.00
2030,SSP3,PHL,0.06,0.02,0.00,0.00
2030,SSP3,PNG,0.05,0.00,0.00,0.00
2030,SSP3,POL,0.00,0.13,0.58,0.00
2030,SSP3,PRI,0.55,0.02,0.00,0.00
2030,SSP3,PRK,0.18,0.12,0.12,0.00
2030,SSP3,PRT,0.05,0.46,0.15,0.00
2030,SSP3,PRY,0.08,0.08,0.01,0.00
2030,SSP3,QAT,0.10,0.11,0.57,0.00
2030,SSP3,REU,0.04,0.00,0.00,0.00
2030,SSP3,ROU,0.06,0.23,0.14,0.00
2030,SSP3,RUS,0.06,0.44,0.01,0.00
2030,SSP3,RWA,0.01,0.00,0.00,0.00
2030,SSP3,SAU,0.07,0.19,0.21,0.00
2030,SSP3,SEN,0.03,0.00,0.00,0.00
2030,SSP3,SGP,0.01,0.15,0.84,0.00
2030,SSP3,SLB,0.04,0.00,0.00,0.00
2030,SSP3,SLE,0.00,0.00,0.00,0.00
2030,SSP3,SLV,0.03,0.00,0.00,0.00
2030,SSP3,SOM,0.00,0.00,0.00,0.00
2030,SSP3,SPM,0.25,0.16,0.00,0.00
2030,SSP3,STP,0.00,0.00,0.00,0.00
2030,SSP3,SUR,0.04,0.02,0.00,0.00
2030,SSP3,SVK,0.11,0.45,0.12,0.00
2030,SSP3,SVN,0.01,0.33,0.25,0.00
2030,SSP3,SWE,0.00,0.06,0.83,0.00
2030,SSP3,SWZ,0.03,0.00,0.00,0.00
2030,SSP3,SYR,0.32,0.12,0.02,0.00
2030,SSP3,TCA,0.03,0.01,0.09,0.00
2030,SSP3,TCD,0.01,0.00,0.00,0.00
2030,SSP3,TGO,0.01,0.00,0.00,0.00
2030,SSP3,THA,0.05,0.03,0.00,0.00
2030,SSP3,TJK,0.08,0.04,0.00,0.00
2030,SSP3,TKM,0.02,0.22,0.06,0.00
2030,SSP3,TLS,0.09,0.05,0.04,0.00
2030,SSP3,TON,0.01,0.03,0.00,0.00
2030,SSP3,TTO,0.11,0.00,0.00,0.00
2030,SSP3,TUN,0.14,0.37,0.01,0.00
2030,SSP3,TUR,0.14,0.21,0.24,0.00
2030,SSP3,TZA,0.01,0.00,0.00,0.00
2030,SSP3,UGA,0.02,0.00,0.00,0.00
2030,SSP3,UKR,0.10,0.24,0.00,0.00
2030,SSP3,URY,0.14,0.15,0.00,0.00
2030,SSP3,USA,0.01,0.30,0.51,0.00
2030,SSP3,UZB,0.14,0.06,0.00,0.00
2030,SSP3,VCT,0.00,0.00,0.00,0.00
2030,SSP3,VEN,0.29,0.04,0.00,0.00
2030,SSP3,VIR,0.26,0.02,0.00,0.00
2030,SSP3,VNM,0.03,0.00,0.00,0.00
2030,SSP3,VUT,0.06,0.01,0.00,0.00
2030,SSP3,WSM,0.02,0.02,0.00,0.00
2030,SSP3,YEM,0.12,0.01,0.00,0.00
2030,SSP3,ZAF,0.35,0.18,0.00,0.00
2030,SSP3,ZMB,0.05,0.01,0.00,0.00
2030,SSP3,ZWE,0.10,0.00,0.00,0.00
2050,SSP3,ABW,0.00,0.06,0.49,0.00
2050,SSP3,AFG,0.03,0.00,0.00,0.00
2050,SSP3,AGO,0.13,0.00,0.00,0.00
2050,SSP3,AIA,0.04,0.48,0.00,0.00
2050,SSP3,ALB,0.58,0.07,0.01,0.00
2050,SSP3,AND,0.00,0.74,0.26,0.00
2050,SSP3,ARE,0.00,0.82,0.10,0.00
2050,SSP3,ARG,0.12,0.12,0.00,0.00
2050,SSP3,ARM,0.36,0.00,0.00,0.00
2050,SSP3,ASM,0.00,0.88,0.06,0.00
2050,SSP3,AUS,0.15,0.11,0.49,0.00
2050,SSP3,AUT,0.00,0.01,0.91,0.00
2050,SSP3,AZE,0.36,0.00,0.00,0.00
2050,SSP3,BDI,0.01,0.00,0.00,0.00
2050,SSP3,BEL,0.00,0.06,0.88,0.00
2050,SSP3,BEN,0.01,0.00,0.00,0.00
2050,SSP3,BFA,0.01,0.00,0.00,0.00
2050,SSP3,BGD,0.03,0.00,0.00,0.00
2050,SSP3,BGR,0.02,0.17,0.59,0.00
2050,SSP3,BHR,0.00,0.00,0.89,0.00
2050,SSP3,BHS,0.07,0.00,0.00,0.00
2050,SSP3,BIH,0.62,0.15,0.01,0.00
2050,SSP3,BLR,0.09,0.60,0.18,0.00
2050,SSP3,BLZ,0.05,0.00,0.00,0.00
2050,SSP3,BOL,0.11,0.00,0.00,0.00
2050,SSP3,BRA,0.10,0.19,0.03,0.00
2050,SSP3,BRB,0.03,0.00,0.00,0.00
2050,SSP3,BRN,0.00,0.44,0.00,0.00
2050,SSP3,BTN,0.26,0.07,0.00,0.00
2050,SSP3,BWA,0.00,0.01,0.00,0.00
